Startdatum,Starttid,Slutdatum,Sluttid,Subject,Description,Location,Private
2024-08-20,10:00,2024-08-20,12:00,Upprop ⓘ (C1),"Information till student: Upprop, välkomnande av nämnden<br/>Lokal: C1<br/>Studentgrupp: D1,IT1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-08-20,10:30,2024-08-20,12:00,Klassföreståndarpass (S15),Information till student: Klassföreståndarpass<br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Anastasia Saprunova Akol,,True
2024-08-20,12:00,2024-08-20,17:00,Mottagningsaktivitet (Ingen lokal),Information till student: Mottagningsaktivitet<br/>Lokal: Ingen lokal<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-21,08:15,2024-08-21,11:00,TATA65 Diagnostiskt prov (S15),Information till student: Diagnostiskt prov<br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Elias Johansson,,True
2024-08-21,11:15,2024-08-21,12:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-21,13:15,2024-08-21,15:00,TDDE23 Föreläsning ⓘ (A1),"Information till student: Föreläsning 1<br/>Lokal: A1<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Peter Dalenius",,True
2024-08-21,15:15,2024-08-21,17:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-22,08:15,2024-08-22,10:00,TATA65 Mentorsmöte (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 1<br/>Lärare: Elias Johansson,,True
2024-08-22,08:15,2024-08-22,10:00,TATA65 Mentorsmöte (S35),Information till student: <br/>Lokal: S35<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 2<br/>Lärare: Shayan Kharaghani,,True
2024-08-22,10:15,2024-08-22,12:00,"9AMA57,TATA65 Föreläsning (A1)","Information till student: <br/>Lokal: A1<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Carl Johan Casselgren",,True
2024-08-22,13:15,2024-08-22,14:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-22,14:00,2024-08-22,14:30,LiU-kort,Information till student: LiU-kort<br/>Lokal: <br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-22,14:30,2024-08-22,15:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-22,15:15,2024-08-22,17:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-23,08:15,2024-08-23,10:00,Klassföreståndartid (S15),Information till student: Klassföreståndartid<br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Anastasia Saprunova Akol,,True
2024-08-23,10:15,2024-08-23,12:00,"TDDE23 Laboration ⓘ (SU00,SU01,SU02,SU03,SU04,SU10,SU11,SU12,SU13,SU14,SU15/16,SU17/18,SU24,SU25)","Information till student: Laboration 1<br/>Lokal: SU00,SU01,SU02,SU03,SU04,SU10,SU11,SU12,SU13,SU14,SU15/16,SU17/18,SU24,SU25<br/>Studentgrupp: D1.a,D1.b,D1.c,U1.a,U1.b<br/>Fria grupper: <br/>Lärare: ",,True
2024-08-23,13:15,2024-08-23,15:00,TATA65 Lektion (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Erik Darpö,,True
2024-08-23,15:15,2024-08-23,17:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-26,08:15,2024-08-26,10:00,"TDDE23 Laboration ⓘ (SU00,SU01,SU02,SU03,SU04,SU10,SU11,SU12,SU13,SU14,SU15/16,SU17/18,SU24)","Information till student: Laboration 2<br/>Lokal: SU00,SU01,SU02,SU03,SU04,SU10,SU11,SU12,SU13,SU14,SU15/16,SU17/18,SU24<br/>Studentgrupp: D1.a,D1.b,D1.c,U1.a,U1.b<br/>Fria grupper: <br/>Lärare: ",,True
2024-08-26,10:15,2024-08-26,12:00,"9AMA57,TATA65 Föreläsning (A1)","Information till student: <br/>Lokal: A1<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Carl Johan Casselgren",,True
2024-08-26,13:15,2024-08-26,15:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-26,15:15,2024-08-26,17:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-27,08:15,2024-08-27,10:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-27,10:15,2024-08-27,12:00,TATA65 Lektion (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Erik Darpö,,True
2024-08-27,13:15,2024-08-27,15:00,TDDE23 Föreläsning ⓘ (A1),"Information till student: Föreläsning 2<br/>Lokal: A1<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Peter Dalenius",,True
2024-08-27,15:00,2024-08-27,17:00,Stadsvandring,"Information till student: Stadsvandring<br/>Lokal: <br/>Studentgrupp: D1,IP1,IT1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-08-28,08:15,2024-08-28,10:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-28,10:15,2024-08-28,12:00,Klassföreståndartid (S15),Information till student: Klassföreståndartid<br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Anastasia Saprunova Akol,,True
2024-08-28,13:15,2024-08-28,15:00,TATA65 Lektion (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Erik Darpö,,True
2024-08-28,15:15,2024-08-28,17:00,München Hoben,"Information till student: München Hoben<br/>Lokal: <br/>Studentgrupp: CS1,CYS1,D1,DI1,IP1,IT1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-08-29,08:15,2024-08-29,10:00,"TDDE23 Laboration ⓘ (SU00,SU01,SU02,SU03,SU04,SU10,SU11,SU12,SU13,SU14,SU15/16,SU17/18,SU24,SU25)","Information till student: Laboration 3<br/>Lokal: SU00,SU01,SU02,SU03,SU04,SU10,SU11,SU12,SU13,SU14,SU15/16,SU17/18,SU24,SU25<br/>Studentgrupp: D1.a,D1.b,D1.c,U1.a,U1.b<br/>Fria grupper: <br/>Lärare: ",,True
2024-08-29,10:15,2024-08-29,12:00,TATA65 Mentorsmöte (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 1<br/>Lärare: Elias Johansson,,True
2024-08-29,10:15,2024-08-29,12:00,TATA65 Mentorsmöte (S35),Information till student: <br/>Lokal: S35<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 2<br/>Lärare: Shayan Kharaghani,,True
2024-08-29,13:15,2024-08-29,15:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-29,15:15,2024-08-29,17:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-30,08:15,2024-08-30,10:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-30,10:15,2024-08-30,12:00,"9AMA57,TATA65 Föreläsning (A2)","Information till student: <br/>Lokal: A2<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Carl Johan Casselgren",,True
2024-08-30,13:15,2024-08-30,15:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-08-30,15:15,2024-08-30,17:00,Eget arbete (S15),Information till student: <br/>Lokal: S15<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: ,,True
2024-09-02,08:15,2024-09-02,10:00,TATA65 Lektion (R43),Information till student: <br/>Lokal: R43<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Erik Darpö,,True
2024-09-02,10:15,2024-09-02,12:00,TDDE23 Föreläsning ⓘ (Extern lokal V),"Information till student: Kollektivet<br/>Lokal: Extern lokal V<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Peter Dalenius",,True
2024-09-02,13:15,2024-09-02,15:00,TDDD70 Föreläsning ⓘ (C2),"Information till student: Kursintroduktion<br/>Lokal: C2<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Aseel Berglund",,True
2024-09-03,10:15,2024-09-03,12:00,"9AMA57,TATA65 Föreläsning (A2)","Information till student: <br/>Lokal: A2<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Carl Johan Casselgren",,True
2024-09-03,13:15,2024-09-03,15:00,TDDE23 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 1<br/>Lärare: ,,True
2024-09-03,13:15,2024-09-03,15:00,TDDE23 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 3<br/>Lärare: ,,True
2024-09-03,15:15,2024-09-03,17:00,TDDE23 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 2<br/>Lärare: ,,True
2024-09-03,15:15,2024-09-03,17:00,TDDE23 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 4<br/>Lärare: ,,True
2024-09-04,08:15,2024-09-04,10:00,TATA65 Lektion (U14),Information till student: <br/>Lokal: U14<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Erik Darpö,,True
2024-09-04,10:15,2024-09-04,12:00,TATA65 Mentorsmöte (R22),Information till student: <br/>Lokal: R22<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 2<br/>Lärare: Shayan Kharaghani,,True
2024-09-04,10:15,2024-09-04,12:00,TATA65 Mentorsmöte (R37),Information till student: <br/>Lokal: R37<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 1<br/>Lärare: Elias Johansson,,True
2024-09-04,13:15,2024-09-04,14:00,TDDD70 Workshop ⓘ (Key1),"Information till student: Personlig ledning<br/>Lokal: Key1<br/>Studentgrupp: U1.a,U1.b<br/>Fria grupper: <br/>Lärare: Aseel Berglund",,True
2024-09-04,15:00,2024-09-04,21:00,Kalasmottagning,"Information till student: Kalasmottagning<br/>Lokal: <br/>Studentgrupp: CS1,CYS1,D1,DI1,IP1,IT1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-05,08:15,2024-09-05,10:00,TDDE23 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 1<br/>Lärare: ,,True
2024-09-05,08:15,2024-09-05,10:00,TDDE23 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 3<br/>Lärare: ,,True
2024-09-05,10:15,2024-09-05,12:00,Klassföreståndartid (R22),Information till student: Klassföreståndartid<br/>Lokal: R22<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Anastasia Saprunova Akol,,True
2024-09-06,08:15,2024-09-06,10:00,TATA65 Lektion (U11),Information till student: <br/>Lokal: U11<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Erik Darpö,,True
2024-09-06,10:15,2024-09-06,12:00,TDDE23 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 2<br/>Lärare: ,,True
2024-09-06,10:15,2024-09-06,12:00,TDDE23 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 4<br/>Lärare: ,,True
2024-09-06,13:15,2024-09-06,15:00,TDDE25 Föreläsning (C4),"Information till student: <br/>Lokal: C4<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Daniel de Leng",,True
2024-09-06,23:45,2024-09-07,00:00,TDDD70 Inlämning ⓘ,"Information till student: Deadline för webreg registrering senast kl. 24:00<br/>Lokal: <br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-06,23:45,2024-09-07,00:00,TDDD70 Inlämning ⓘ,"Information till student: Deadline: Inlämning uppgift 1 i Lisam senast kl. 24:00<br/>Lokal: <br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-09,08:15,2024-09-09,10:00,"9AMA57,TATA65 Föreläsning (VAL1)","Information till student: <br/>Lokal: VAL1<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Carl Johan Casselgren",,True
2024-09-09,10:15,2024-09-09,12:00,TDDE23 Laboration (Asgård),Information till student: <br/>Lokal: Asgård<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 1<br/>Lärare: ,,True
2024-09-09,10:15,2024-09-09,12:00,TDDE23 Laboration (Egypten),Information till student: <br/>Lokal: Egypten<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 3<br/>Lärare: ,,True
2024-09-09,13:15,2024-09-09,15:00,TDDE25 Föreläsning (C4),"Information till student: <br/>Lokal: C4<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Petru Eles",,True
2024-09-10,10:15,2024-09-10,12:00,TATA65 Lektion (U7),Information till student: <br/>Lokal: U7<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Erik Darpö,,True
2024-09-10,13:15,2024-09-10,15:00,TDDE23 Seminarium (KY23),"Information till student: <br/>Lokal: KY23<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-10,13:15,2024-09-10,15:00,TDDE23 Seminarium (KY31),"Information till student: <br/>Lokal: KY31<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-10,13:15,2024-09-10,15:00,TDDE23 Seminarium (KY34),"Information till student: <br/>Lokal: KY34<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-10,13:15,2024-09-10,15:00,TDDE23 Seminarium (SH63),"Information till student: <br/>Lokal: SH63<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-10,13:15,2024-09-10,15:00,TDDE23 Seminarium (U11),"Information till student: <br/>Lokal: U11<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-10,15:15,2024-09-10,17:00,Klassföreståndartid (KY26),Information till student: Klassföreståndartid<br/>Lokal: KY26<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Anastasia Saprunova Akol,,True
2024-09-11,08:15,2024-09-11,10:00,TDDE23 Laboration (SU24),Information till student: <br/>Lokal: SU24<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 4<br/>Lärare: ,,True
2024-09-11,08:15,2024-09-11,10:00,TDDE23 Laboration (SU25),Information till student: <br/>Lokal: SU25<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 2<br/>Lärare: ,,True
2024-09-11,13:15,2024-09-11,15:00,TATA65 Lektion (U7),Information till student: <br/>Lokal: U7<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Erik Darpö,,True
2024-09-12,08:15,2024-09-12,10:00,TDDE23 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 1<br/>Lärare: ,,True
2024-09-12,08:15,2024-09-12,10:00,TDDE23 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 3<br/>Lärare: ,,True
2024-09-12,10:15,2024-09-12,12:00,TDDE23 Laboration (SU13),Information till student: <br/>Lokal: SU13<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 2<br/>Lärare: ,,True
2024-09-12,10:15,2024-09-12,12:00,TDDE23 Laboration (SU14),Information till student: <br/>Lokal: SU14<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 4<br/>Lärare: ,,True
2024-09-13,08:15,2024-09-13,10:00,TATA65 Mentorsmöte (S25),Information till student: <br/>Lokal: S25<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 1<br/>Lärare: Elias Johansson,,True
2024-09-13,08:15,2024-09-13,10:00,TATA65 Mentorsmöte (S27),Information till student: <br/>Lokal: S27<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 2<br/>Lärare: Shayan Kharaghani,,True
2024-09-13,13:15,2024-09-13,15:00,TDDE25 Föreläsning (A2),"Information till student: <br/>Lokal: A2<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Petru Eles",,True
2024-09-16,08:15,2024-09-16,10:00,"9AMA57,TATA65 Föreläsning (C4)","Information till student: <br/>Lokal: C4<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Carl Johan Casselgren",,True
2024-09-16,10:15,2024-09-16,12:00,TDDD70 Föreläsning ⓘ,"Information till student: Föreläsning med Björn Liljeqvist: ""Plugga smart och lär dig mera"" - Lokal: A2<br/>Lokal: <br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-16,10:15,2024-09-16,12:00,Föreläsning ⓘ (A2),"Information till student: Plugga smart och lär dig mera<br/>Lokal: A2<br/>Studentgrupp: D1,IP1,IT1,U1<br/>Fria grupper: <br/>Lärare: Björn Liljeqvist",,True
2024-09-16,13:15,2024-09-16,15:00,TDDE25 Föreläsning (VAL1),"Information till student: <br/>Lokal: VAL1<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Niklas Carlsson",,True
2024-09-16,15:15,2024-09-16,17:00,TDDE23 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 1<br/>Lärare: ,,True
2024-09-16,15:15,2024-09-16,17:00,TDDE23 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 3<br/>Lärare: ,,True
2024-09-17,10:15,2024-09-17,12:00,TATA65 Lektion (U4),Information till student: <br/>Lokal: U4<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Erik Darpö,,True
2024-09-17,13:15,2024-09-17,15:00,TDDE23 Seminarium (U11),"Information till student: <br/>Lokal: U11<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-17,13:15,2024-09-17,15:00,TDDE23 Seminarium (U3),"Information till student: <br/>Lokal: U3<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-17,13:15,2024-09-17,15:00,TDDE23 Seminarium (U4),"Information till student: <br/>Lokal: U4<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-17,13:15,2024-09-17,15:00,TDDE23 Seminarium (U6),"Information till student: <br/>Lokal: U6<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-17,13:15,2024-09-17,15:00,TDDE23 Seminarium (U7),"Information till student: <br/>Lokal: U7<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-17,15:15,2024-09-17,17:00,TDDE23 Laboration (SU04),Information till student: <br/>Lokal: SU04<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 2<br/>Lärare: ,,True
2024-09-17,15:15,2024-09-17,17:00,TDDE23 Laboration (SU10),Information till student: <br/>Lokal: SU10<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 4<br/>Lärare: ,,True
2024-09-18,08:15,2024-09-18,10:00,TDDE25 Föreläsning (A1),"Information till student: <br/>Lokal: A1<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Niklas Carlsson",,True
2024-09-18,13:15,2024-09-18,15:00,"9AMA57,TATA65 Föreläsning (A2)","Information till student: <br/>Lokal: A2<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Carl Johan Casselgren",,True
2024-09-18,15:15,2024-09-18,17:00,TATA65 Mentorsmöte (R22),Information till student: <br/>Lokal: R22<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 1<br/>Lärare: Elias Johansson,,True
2024-09-18,15:15,2024-09-18,17:00,TATA65 Mentorsmöte (R27),Information till student: <br/>Lokal: R27<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 2<br/>Lärare: Shayan Kharaghani,,True
2024-09-19,10:15,2024-09-19,12:00,TDDE23 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 1<br/>Lärare: ,,True
2024-09-19,10:15,2024-09-19,12:00,TDDE23 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 3<br/>Lärare: ,,True
2024-09-20,08:15,2024-09-20,10:00,TATA65 Lektion (U6),Information till student: <br/>Lokal: U6<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Erik Darpö,,True
2024-09-20,15:15,2024-09-20,17:00,TDDE23 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 2<br/>Lärare: ,,True
2024-09-20,15:15,2024-09-20,17:00,TDDE23 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 4<br/>Lärare: ,,True
2024-09-23,08:15,2024-09-23,10:00,TATA65 Lektion (U3),Information till student: <br/>Lokal: U3<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Erik Darpö,,True
2024-09-23,10:15,2024-09-23,12:00,TDDE23 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 2<br/>Lärare: ,,True
2024-09-23,10:15,2024-09-23,12:00,TDDE23 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 4<br/>Lärare: ,,True
2024-09-23,13:15,2024-09-23,15:00,TDDE25 Föreläsning (A1),"Information till student: <br/>Lokal: A1<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Victor Lagerkvist",,True
2024-09-24,10:15,2024-09-24,12:00,"9AMA57,TATA65 Föreläsning (A2)","Information till student: <br/>Lokal: A2<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Carl Johan Casselgren",,True
2024-09-24,13:15,2024-09-24,15:00,TDDE23 Seminarium (KY26),"Information till student: <br/>Lokal: KY26<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-24,13:15,2024-09-24,15:00,TDDE23 Seminarium (KY31),"Information till student: <br/>Lokal: KY31<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-24,13:15,2024-09-24,15:00,TDDE23 Seminarium (SH62),"Information till student: <br/>Lokal: SH62<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-24,13:15,2024-09-24,15:00,TDDE23 Seminarium (SH63),"Information till student: <br/>Lokal: SH63<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-24,13:15,2024-09-24,15:00,TDDE23 Seminarium (U11),"Information till student: <br/>Lokal: U11<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: ",,True
2024-09-24,15:15,2024-09-24,17:00,TDDE23 Laboration (SU04),Information till student: <br/>Lokal: SU04<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 1<br/>Lärare: ,,True
2024-09-24,15:15,2024-09-24,17:00,TDDE23 Laboration (SU10),Information till student: <br/>Lokal: SU10<br/>Studentgrupp: U1.a<br/>Fria grupper: Grupp 3<br/>Lärare: ,,True
