Startdatum,Starttid,Slutdatum,Sluttid,Subject,Description,Location,Private
2024-11-07,08:15,2024-11-07,10:00,TDDE24 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-11-07,08:15,2024-11-07,10:00,TDDE24 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
2024-11-07,08:15,2024-11-07,10:00,TDDE24 Laboration (SU02),Information till student: <br/>Lokal: SU02<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62<br/>Lärare: ,,True
2024-11-07,08:15,2024-11-07,10:00,TDDE24 Laboration (SU03),Information till student: <br/>Lokal: SU03<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-11-07,10:15,2024-11-07,12:00,TDDD70 Föreläsning ⓘ (C2),"Information till student: Självmedvetenhet<br/>Lokal: C2<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Aseel Berglund,Marie Delsander",,True
2024-11-07,13:15,2024-11-07,17:00,"TDDE25 Laboration (Boren,Roxen)","Information till student: <br/>Lokal: Boren,Roxen<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-11-07,13:15,2024-11-07,17:00,TDDE25 Laboration (SU17/18),"Information till student: <br/>Lokal: SU17/18<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-11-07,13:15,2024-11-07,17:00,"TDDE25 Laboration (SU24,SU25)","Information till student: <br/>Lokal: SU24,SU25<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-11-08,13:15,2024-11-08,15:00,TDDE25 Redovisning (SU02),"Information till student: <br/>Lokal: SU02<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-11-08,13:15,2024-11-08,15:00,TDDE25 Redovisning (SU03),"Information till student: <br/>Lokal: SU03<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-11-08,13:15,2024-11-08,15:00,TDDE25 Redovisning (SU04),Information till student: <br/>Lokal: SU04<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström,,True
2024-11-11,10:15,2024-11-11,12:00,TDDE24 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-11-11,10:15,2024-11-11,12:00,TDDE24 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
2024-11-11,10:15,2024-11-11,12:00,TDDE24 Laboration (SU02),Information till student: <br/>Lokal: SU02<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62<br/>Lärare: ,,True
2024-11-11,10:15,2024-11-11,12:00,TDDE24 Laboration (SU03),Information till student: <br/>Lokal: SU03<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-11-11,13:15,2024-11-11,17:00,TDDE25 Laboration (SU15/16),"Information till student: <br/>Lokal: SU15/16<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-11-11,13:15,2024-11-11,17:00,TDDE25 Laboration (SU17/18),"Information till student: <br/>Lokal: SU17/18<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-11-11,13:15,2024-11-11,17:00,"TDDE25 Laboration (SU24,SU25)","Information till student: <br/>Lokal: SU24,SU25<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-11-12,13:15,2024-11-12,15:00,TDDE24 Seminarium (U10),"Information till student: <br/>Lokal: U10<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S1<br/>Lärare: ",,True
2024-11-12,13:15,2024-11-12,15:00,TDDE24 Seminarium (U11),"Information till student: <br/>Lokal: U11<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S2<br/>Lärare: ",,True
2024-11-12,13:15,2024-11-12,15:00,TDDE24 Seminarium (U14),"Information till student: <br/>Lokal: U14<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S3<br/>Lärare: ",,True
2024-11-12,13:15,2024-11-12,15:00,TDDE24 Seminarium (U15),"Information till student: <br/>Lokal: U15<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S4<br/>Lärare: ",,True
2024-11-12,13:15,2024-11-12,15:00,TDDE24 Seminarium (U3),"Information till student: <br/>Lokal: U3<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S5<br/>Lärare: ",,True
2024-11-13,08:15,2024-11-13,12:00,"TDDE25 Laboration (Asgård,Egypten)","Information till student: <br/>Lokal: Asgård,Egypten<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-11-13,08:15,2024-11-13,12:00,"TDDE25 Laboration (Boren,Roxen)","Information till student: <br/>Lokal: Boren,Roxen<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-11-13,13:15,2024-11-13,15:00,"TDDD72,TDDD88 Föreläsning (C2)","Information till student: <br/>Lokal: C2<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Andrzej Szalas",,True
2024-11-13,15:15,2024-11-13,17:00,TDDD72 Lektion (P42),"Information till student: <br/>Lokal: P42<br/>Studentgrupp: MAT3,U1<br/>Fria grupper: <br/>Lärare: Anders Märak Leffler",,True
2024-11-13,15:15,2024-11-13,17:00,"TDDD72,TDDD88 Lektion (A31)","Information till student: <br/>Lokal: A31<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Johannes Klaus Fichte",,True
2024-11-13,17:15,2024-11-13,19:00,TDDE24 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-11-13,17:15,2024-11-13,19:00,TDDE24 Laboration (SU02),Information till student: <br/>Lokal: SU02<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-11-13,17:15,2024-11-13,19:00,TDDE24 Laboration (SU03),Information till student: <br/>Lokal: SU03<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
2024-11-13,17:15,2024-11-13,19:00,TDDE24 Laboration (SU04),Information till student: <br/>Lokal: SU04<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62<br/>Lärare: ,,True
2024-11-14,08:15,2024-11-14,12:00,"TDDE25 Laboration (Boren,Roxen)","Information till student: <br/>Lokal: Boren,Roxen<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-11-15,08:15,2024-11-15,10:00,"TDDD72,TDDD88 Föreläsning (C2)","Information till student: <br/>Lokal: C2<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Andrzej Szalas",,True
2024-11-15,13:15,2024-11-15,15:00,TDDE25 Redovisning (SU12),"Information till student: <br/>Lokal: SU12<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-11-15,13:15,2024-11-15,15:00,TDDE25 Redovisning (SU13),"Information till student: <br/>Lokal: SU13<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-11-15,13:15,2024-11-15,15:00,TDDE25 Redovisning (SU14),Information till student: <br/>Lokal: SU14<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström,,True
2024-11-18,08:15,2024-11-18,10:00,TDDD72 Lektion (A38),"Information till student: <br/>Lokal: A38<br/>Studentgrupp: MAT3,U1<br/>Fria grupper: <br/>Lärare: Anders Märak Leffler",,True
2024-11-18,08:15,2024-11-18,10:00,"TDDD72,TDDD88 Lektion (A31)","Information till student: <br/>Lokal: A31<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Johannes Klaus Fichte",,True
2024-11-18,13:15,2024-11-18,15:00,TDDE24 Seminarium (KY21),"Information till student: <br/>Lokal: KY21<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S1<br/>Lärare: ",,True
2024-11-18,13:15,2024-11-18,15:00,TDDE24 Seminarium (KY23),"Information till student: <br/>Lokal: KY23<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S2<br/>Lärare: ",,True
2024-11-18,13:15,2024-11-18,15:00,TDDE24 Seminarium (KY24),"Information till student: <br/>Lokal: KY24<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S3<br/>Lärare: ",,True
2024-11-18,13:15,2024-11-18,15:00,TDDE24 Seminarium (KY25),"Information till student: <br/>Lokal: KY25<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S4<br/>Lärare: ",,True
2024-11-18,13:15,2024-11-18,15:00,TDDE24 Seminarium (KY26),"Information till student: <br/>Lokal: KY26<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S5<br/>Lärare: ",,True
2024-11-18,17:15,2024-11-18,21:00,"TDDE25 Laboration (SU03,SU04)","Information till student: <br/>Lokal: SU03,SU04<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-11-18,17:15,2024-11-18,21:00,TDDE25 Laboration (SU15/16),"Information till student: <br/>Lokal: SU15/16<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-11-18,17:15,2024-11-18,21:00,TDDE25 Laboration (SU17/18),Information till student: <br/>Lokal: SU17/18<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström,,True
2024-11-19,13:15,2024-11-19,15:00,TDDE24 Föreläsning (A1),"Information till student: <br/>Lokal: A1<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Jonas Kvarnström",,True
2024-11-19,15:15,2024-11-19,17:00,TDDE24 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-11-19,15:15,2024-11-19,17:00,TDDE24 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
2024-11-19,15:15,2024-11-19,17:00,TDDE24 Laboration (SU02),Information till student: <br/>Lokal: SU02<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62<br/>Lärare: ,,True
2024-11-19,15:15,2024-11-19,17:00,TDDE24 Laboration (SU03),Information till student: <br/>Lokal: SU03<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-11-20,08:15,2024-11-20,12:00,"TDDE25 Laboration (Asgård,Egypten)","Information till student: <br/>Lokal: Asgård,Egypten<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-11-20,08:15,2024-11-20,12:00,"TDDE25 Laboration (Boren,Roxen)","Information till student: <br/>Lokal: Boren,Roxen<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-11-20,13:15,2024-11-20,15:00,"TDDD72,TDDD88 Föreläsning (VAL1)","Information till student: <br/>Lokal: VAL1<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Johannes Klaus Fichte",,True
2024-11-20,15:15,2024-11-20,19:00,TDDE25 Laboration (SU17/18),Information till student: <br/>Lokal: SU17/18<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström,,True
2024-11-21,10:00,2024-11-21,16:00,Mässa ⓘ,"Information till student: LINK-dagarna, C-huset och Kårallen<br/>Lokal: <br/>Studentgrupp: CS1,CS2,CYS1,CYS2,D1,D2,D3,DI1,DI2,DI3,IP1,IP2,IP3,IT1,IT2,IT3,KOGVET1,KOGVET2,KOGVET3,KOGVETMAST1,KOGVETMAST2,SVP1,SVP2,SVP3,U1,U2,U3<br/>Fria grupper: <br/>Lärare: ",,True
2024-11-22,08:15,2024-11-22,10:00,TDDD72 Lektion (KY35),"Information till student: <br/>Lokal: KY35<br/>Studentgrupp: MAT3,U1<br/>Fria grupper: <br/>Lärare: Anders Märak Leffler",,True
2024-11-22,08:15,2024-11-22,10:00,"TDDD72,TDDD88 Lektion (KY34)","Information till student: <br/>Lokal: KY34<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Johannes Klaus Fichte",,True
2024-11-22,10:15,2024-11-22,12:00,TDDE24 Laboration (Boren),Information till student: <br/>Lokal: Boren<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62<br/>Lärare: ,,True
2024-11-22,10:15,2024-11-22,12:00,TDDE24 Laboration (Roxen),Information till student: <br/>Lokal: Roxen<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-11-22,10:15,2024-11-22,12:00,TDDE24 Laboration (SU04),Information till student: <br/>Lokal: SU04<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-11-22,10:15,2024-11-22,12:00,TDDE24 Laboration (SU14),Information till student: <br/>Lokal: SU14<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
2024-11-22,13:15,2024-11-22,15:00,"TDDE25 Redovisning (SU13,SU14)","Information till student: <br/>Lokal: SU13,SU14<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-11-22,13:15,2024-11-22,15:00,TDDE25 Redovisning (SU17/18),"Information till student: <br/>Lokal: SU17/18<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-11-22,13:15,2024-11-22,15:00,"TDDE25 Redovisning (SU24,SU25)","Information till student: <br/>Lokal: SU24,SU25<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-11-25,10:15,2024-11-25,12:00,TDDE24 Seminarium (U10),"Information till student: <br/>Lokal: U10<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S5<br/>Lärare: ",,True
2024-11-25,10:15,2024-11-25,12:00,TDDE24 Seminarium (U11),"Information till student: <br/>Lokal: U11<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S1<br/>Lärare: ",,True
2024-11-25,10:15,2024-11-25,12:00,TDDE24 Seminarium (U14),"Information till student: <br/>Lokal: U14<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S2<br/>Lärare: ",,True
2024-11-25,10:15,2024-11-25,12:00,TDDE24 Seminarium (U15),"Information till student: <br/>Lokal: U15<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S3<br/>Lärare: ",,True
2024-11-25,10:15,2024-11-25,12:00,TDDE24 Seminarium (U3),"Information till student: <br/>Lokal: U3<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S4<br/>Lärare: ",,True
2024-11-26,08:15,2024-11-26,10:00,"TDDE25 Laboration (Asgård,Egypten)","Information till student: <br/>Lokal: Asgård,Egypten<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-11-26,08:15,2024-11-26,10:00,"TDDE25 Laboration (Boren,Roxen)","Information till student: <br/>Lokal: Boren,Roxen<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-11-26,08:15,2024-11-26,10:00,"TDDE25 Laboration (SU24,SU25)","Information till student: <br/>Lokal: SU24,SU25<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-11-27,08:15,2024-11-27,10:00,TDDE24 Laboration (Asgård),Information till student: <br/>Lokal: Asgård<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-11-27,08:15,2024-11-27,10:00,TDDE24 Laboration (Egypten),Information till student: <br/>Lokal: Egypten<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62<br/>Lärare: ,,True
2024-11-27,08:15,2024-11-27,10:00,TDDE24 Laboration (Olympen),Information till student: <br/>Lokal: Olympen<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-11-27,08:15,2024-11-27,10:00,TDDE24 Laboration (SU24),Information till student: <br/>Lokal: SU24<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
2024-11-27,10:15,2024-11-27,12:00,"TDDE25 Laboration (SU01,SU02)","Information till student: <br/>Lokal: SU01,SU02<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-11-27,10:15,2024-11-27,12:00,"TDDE25 Laboration (SU12,SU13)","Information till student: <br/>Lokal: SU12,SU13<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-11-27,10:15,2024-11-27,12:00,"TDDE25 Laboration (SU24,SU25)","Information till student: <br/>Lokal: SU24,SU25<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-11-27,15:15,2024-11-27,17:00,"TDDD72,TDDD88 Föreläsning (A1)","Information till student: <br/>Lokal: A1<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Johannes Klaus Fichte",,True
2024-11-28,08:15,2024-11-28,12:00,"TDDE25 Laboration (Asgård,Egypten)","Information till student: <br/>Lokal: Asgård,Egypten<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-11-28,08:15,2024-11-28,12:00,"TDDE25 Laboration (Boren,Roxen)","Information till student: <br/>Lokal: Boren,Roxen<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-11-28,08:15,2024-11-28,12:00,"TDDE25 Laboration (SU24,SU25)","Information till student: <br/>Lokal: SU24,SU25<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-11-29,08:15,2024-11-29,10:00,TDDD72 Lektion (A37),"Information till student: <br/>Lokal: A37<br/>Studentgrupp: MAT3,U1<br/>Fria grupper: <br/>Lärare: Anders Märak Leffler",,True
2024-11-29,08:15,2024-11-29,10:00,"TDDD72,TDDD88 Lektion (A31)","Information till student: <br/>Lokal: A31<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Johannes Klaus Fichte",,True
2024-11-29,13:15,2024-11-29,15:00,TDDE25 Redovisning (SU02),"Information till student: <br/>Lokal: SU02<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-11-29,13:15,2024-11-29,15:00,TDDE25 Redovisning (SU03),"Information till student: <br/>Lokal: SU03<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-11-29,13:15,2024-11-29,15:00,TDDE25 Redovisning (SU04),Information till student: <br/>Lokal: SU04<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström,,True
2024-11-29,15:15,2024-11-29,17:00,TDDE24 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-11-29,15:15,2024-11-29,17:00,TDDE24 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
2024-11-29,15:15,2024-11-29,17:00,TDDE24 Laboration (SU02),Information till student: <br/>Lokal: SU02<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62<br/>Lärare: ,,True
2024-11-29,15:15,2024-11-29,17:00,TDDE24 Laboration (SU03),Information till student: <br/>Lokal: SU03<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-12-02,10:15,2024-12-02,12:00,TDDE24 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-12-02,10:15,2024-12-02,12:00,TDDE24 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
2024-12-02,10:15,2024-12-02,12:00,TDDE24 Laboration (SU02),Information till student: <br/>Lokal: SU02<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62<br/>Lärare: ,,True
2024-12-02,10:15,2024-12-02,12:00,TDDE24 Laboration (SU03),Information till student: <br/>Lokal: SU03<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-12-02,13:15,2024-12-02,17:00,"TDDE25 Laboration (SU10,SU11)","Information till student: <br/>Lokal: SU10,SU11<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-12-02,13:15,2024-12-02,17:00,"TDDE25 Laboration (SU12,SU13)","Information till student: <br/>Lokal: SU12,SU13<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-12-02,13:15,2024-12-02,17:00,"TDDE25 Laboration (SU24,SU25)","Information till student: <br/>Lokal: SU24,SU25<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-12-02,23:45,2024-12-03,00:00,"TDDD70,TDDD84,TDDD91 Inlämning ⓘ","Information till student: Deadline inlämning  i Lisam senast  kl. 23:59<br/>Lokal: <br/>Studentgrupp: D1,D2,D3,U1,U2,U3<br/>Fria grupper: <br/>Lärare: ",,True
2024-12-03,13:15,2024-12-03,15:00,TDDE24 Föreläsning (A2),"Information till student: <br/>Lokal: A2<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Jonas Kvarnström",,True
2024-12-03,15:15,2024-12-03,17:00,Information ⓘ (BL32),"Information till student: Vad innebär Civilingenjör i mjukvaruteknik?<br/>Lokal: BL32<br/>Studentgrupp: U1<br/>Fria grupper: <br/>Lärare: Carl Johan Casselgren,Inger Erlander Klein,Johanna Milsten,Lena Buffoni,Tea Nygren",,True
2024-12-04,08:15,2024-12-04,12:00,"TDDE25 Laboration (Asgård,Egypten)","Information till student: <br/>Lokal: Asgård,Egypten<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-12-04,08:15,2024-12-04,12:00,"TDDE25 Laboration (Boren,Roxen)","Information till student: <br/>Lokal: Boren,Roxen<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-12-04,08:15,2024-12-04,12:00,"TDDE25 Laboration (SU12,SU13)","Information till student: <br/>Lokal: SU12,SU13<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-12-04,13:15,2024-12-04,15:00,"TDDD72,TDDD88 Föreläsning (A2)","Information till student: <br/>Lokal: A2<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Andrzej Szalas",,True
2024-12-04,15:15,2024-12-04,17:00,TDDD72 Lektion (A37),"Information till student: <br/>Lokal: A37<br/>Studentgrupp: MAT3,U1<br/>Fria grupper: <br/>Lärare: Anders Märak Leffler",,True
2024-12-04,15:15,2024-12-04,17:00,"TDDD72,TDDD88 Lektion (A32)","Information till student: <br/>Lokal: A32<br/>Studentgrupp: D3,U1<br/>Fria grupper: <br/>Lärare: Johannes Klaus Fichte",,True
2024-12-05,08:15,2024-12-05,10:00,TDDE24 Laboration (SU11),Information till student: <br/>Lokal: SU11<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-12-05,08:15,2024-12-05,10:00,TDDE24 Laboration (SU12),Information till student: <br/>Lokal: SU12<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
